考区,单位名称,单位层级,职位名称,专业要求,职位性质,职位简介,申论考试类别,报考人员身份要求,招录人数,基层工作年限要求,性别要求,最低学历要求,最高年龄要求,学位要求,户籍要求,职业资格证书等要求,其他招录条件及说明,最低服务年限要求,笔试最低开考比例,是否需体能测评,体检标准,咨询电话1,咨询电话2,年份,最低入面分数,行测成绩,申论成绩
益阳市,桃江县,乡镇办机关,乡镇机关文秘,中国语言文学类；金融学类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,59.8,,
益阳市,桃江县,乡镇办机关,乡镇机关城乡建设,工程造价；土建类；水利类,公务员,,县乡卷,不限,4,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.5,,
益阳市,桃江县,乡镇办机关,乡镇机关生产安全监管,不限,公务员,,县乡卷,不限,4,不限,男,大学专科,35周岁,不限,桃江县,不限,在松木塘镇、马迹塘镇、武潭镇、鲊埠回族乡、三堂街镇等偏远乡镇工作,5年,3:1,是,公务员录用体检通用标准,0737-8883699,,2024,61.95,,
益阳市,桃江县,乡镇办机关,乡镇机关会计,金融学类；会计学；财务管理；审计学；财务会计教育,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,58.75,,
益阳市,桃江县司法局,县市区机关,法律服务1,法学大类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,63.35,,
益阳市,桃江县司法局,县市区机关,法律服务2,法学大类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0737-8883699,,2024,64.85,,
益阳市,桃江县司法局,县市区机关,文秘,公共管理类；法律实务类,公务员,,县乡卷,不限,1,不限,不限,大学专科,40周岁,不限,不限,不限,"持有有效的《中华人民共和国残疾人证》,具有正常履行岗位职责的身体条件和心理素质，残疾类别及等级为肢体残疾三级、四级或听力残疾三、四级，在佩戴助听器、人工耳蜗等助听设备的情况下较好耳2米内能听到耳语，且言语能交流",5年,3:1,是,公务员录用体检通用标准,0737-8883699,,2024,58.35,,
益阳市,中共安化县纪律检查委员会,县市区机关,办案,金融学；工程管理；工程造价；工程审计；会计学；财务管理；审计学；法学；侦查学,公务员,,县乡卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,07377221285,,2024,59.75,,
益阳市,安化县司法局,县市区派驻乡镇街道机关,乡镇司法助理1,法学类,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,安化县,不限,无,5年,3:1,是,公务员录用体检通用标准,18397569593,,2024,48.95,,
益阳市,安化县司法局,县市区派驻乡镇街道机关,乡镇司法助理2,法学类,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,安化县,不限,无,5年,3:1,是,公务员录用体检通用标准,18397569593,,2024,56.2,,
益阳市,安化县信访局,县市区机关,综合管理,文史哲大类,公务员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13873786136,,2024,60.25,,
益阳市,安化县信访局,县市区机关,安全维稳,管理科学与工程类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,需在一线接访，适合男性,5年,5:1,是,公务员录用体检通用标准,13873786136,,2024,66.7,,
益阳市,安化县科学技术和工业信息化局,县市区机关,信息化管理,电子信息类；计算机类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377222401,,2024,66.25,,
益阳市,安化县科学技术和工业信息化局,县市区机关,科技管理,财政、经济、贸易类,公务员,,县乡卷,2024届普通高校毕业生,2,不限,男,研究生,35周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377222401,,2024,59.5,,
益阳市,安化县科学技术和工业信息化局,县市区机关,产业优化,工学大类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377222401,,2024,67.1,,
益阳市,安化县城市管理和综合执法局,县市区机关,行政执法,法学类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,19907376738,,2024,57.5,,
益阳市,安化县卫生健康局,县市区机关,综合管理,文史哲大类；会计学；财务会计与审计,公务员,,县乡卷,2024届普通高校毕业生,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07372563710,,2024,66.35,,
益阳市,安化县卫生健康局,县市区机关,法律专干,法学；经济法学；法律,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07372563710,,2024,62.05,,
益阳市,安化县卫生健康局,县市区机关,医政管理,临床医学类；护理学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,执业医师资格证或护士执业资格证,无,5年,5:1,是,公务员录用体检通用标准,07372563710,,2024,62.55,,
益阳市,安化县市场监督管理局公平交易分局,县市区机关,市场监管,计算机类；食品检验与生物类；药学类,公务员,,县乡卷,2024届普通高校毕业生,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377821603,,2024,65.55,,
益阳市,安化县市场监督管理局登记注册分局,县市区机关,法律事务,法学类,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377821603,,2024,,,
益阳市,安化县医疗保障局,县市区机关,财务管理,经济学；经济统计学；财政学；金融学；金融数学；金融审计；会计学；财务管理；审计学,公务员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,其他（详见说明）,具有初级会计及以上职称，或有注册会计师证,5年,5:1,是,公务员录用体检通用标准,13873776166,,2024,65.8,,
益阳市,安化县医疗保障局,县市区机关,综合管理,中国语言文学类；新闻传播学类；计算机类,公务员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13873776166,,2024,63.7,,
益阳市,安化县水利局,县市区机关,水利管理,城市水系统工程；水利水电工程；水利科学与工程；智慧水利,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,15073746715,,2024,59.5,,
益阳市,中共安化县委党员现代远程教育中心,县市区机关,党员管理,工商管理类；公共管理类,参照公务员法管理人员,,县乡卷,不限,2,不限,不限,研究生,35周岁,硕士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,07377223023,,2024,56.35,,
益阳市,安化县卫生健康育龄保健事务中心,县市区机关,财务专干,工商管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学专科,40周岁,不限,不限,不限,"持有有效的《中华人民共和国残疾人证》,具有正常履行岗位职责的身体条件和心理素质，残疾类别及等级为肢体残疾三级、四级",5年,3:1,是,公务员录用体检通用标准,07372563710,,2024,58.95,,
益阳市,安化县卫生健康育龄保健事务中心,县市区机关,公共卫生,临床医学类；公共卫生与预防医学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,执业医师资格证,无,5年,5:1,是,公务员录用体检通用标准,07372563710,,2024,,,
益阳市,安化县医疗保障事务中心,县市区机关,财务管理,经济学；经济统计学；财政学；金融学；金融数学；金融审计；会计学；财务管理；审计学,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13873776166,,2024,64.5,,
益阳市,安化县医疗保障事务中心,县市区机关,医疗审核,临床医学类；中医学类；药学类,参照公务员法管理人员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13873776166,,2024,64.25,,
益阳市,安化县水旱灾害防御中心,县市区机关,综合管理,大数据管理与应用；电子信息类；计算机类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,15073746715,,2024,62.55,,
益阳市,安化县水土保持站,县市区机关,财务管理,经济学；经济统计学；财政学；会计学；财务管理；审计学,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,15073746715,,2024,63.8,,
益阳市,安化县统计局调查队,县市区机关,统计综合,财政、经济、贸易类；金融学类；工商管理类；数学与统计类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,19350706600,,2024,63.4,,
益阳市,安化县库区移民事务中心,县市区机关,经济管理,工商管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,17373736076,,2024,63.75,,
益阳市,安化县库区移民事务中心,县市区机关,项目建设,农林工程类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,17373736076,,2024,,,
益阳市,安化县机关事务服务中心,县市区机关,综合管理,不限,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,15974235882,,2024,60.9,,
益阳市,安化县档案馆（县史志编纂室）,县市区机关,综合管理,不限,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377865223,,2024,65.35,,
益阳市,安化县档案馆（县史志编纂室）,县市区机关,档案史志编纂,文史哲大类；图书档案管理类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377865223,,2024,63.0,,
益阳市,安化县残疾人联合会,县市区机关,综合管理1,经济和管理学大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,5年,5:1,是,公务员录用体检通用标准,07377866607,,2024,63.65,,
益阳市,安化县残疾人联合会,县市区机关,综合管理2,文史哲大类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377866607,,2024,63.5,,
益阳市,安化县绿化委员会办公室,县市区机关,营林绿化,工商管理类；林学类,参照公务员法管理人员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13875376158,,2024,64.5,,
益阳市,安化县绿化委员会办公室,县市区机关,法律事务,法学类；社会学类,参照公务员法管理人员,,县乡卷,2024届普通高校毕业生,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13875376158,,2024,61.6,,
益阳市,安化县供销合作社联合社,县市区机关,财务管理,会计学；财务管理；财务会计教育；财务会计与审计；会计信息技术；国际会计,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377222613,,2024,60.6,,
益阳市,安化县供销合作社联合社,县市区机关,综合管理,电子商务；电子商务及法律；物流管理；法学类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,07377222613,,2024,64.05,,
益阳市,安化县文学艺术界联合会,县市区机关,文化宣传,文史哲大类；艺术大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13786704696,,2024,64.65,,
益阳市,安化县公路建设养护中心,县市区机关,地质勘察,地矿类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13973736933,,2024,67.7,,
益阳市,安化县公路建设养护中心,县市区机关,工程管理,土建类,参照公务员法管理人员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,13973736933,,2024,62.55,,
